Hisse,Son Fiyat (TL),Değişim (%),Değişim (TL),Hacim (TL),Hacim (Adet),
PNLSN,40,28,-1,23,-0,50,21.814.843,532.630,
HUNER,6,98,-0,29,-0,02,25.918.975,3.711.261,
DAPGM,59,05,0,08,0,05,69.992.511,1.161.256,
INVES,262,00,0,77,2,00,25.011.006,96.046,
HTTBT,40,50,4,38,1,70,18.434.843,458.817,
KLSYN,4,74,0,85,0,04,38.442.765,8.177.385,
GZNMI,14,80,0,00,0,00,10.554.435,709.014,
GRSEL,17,58,-0,57,-0,10,17.348.414,973.955,
ENSRI,7,92,-1,25,-0,10,8.033.121,1.009.390,
SMRTG,76,00,1,47,1,10,408.378.197,5.322.006,
LIDER,77,75,3,67,2,75,40.368.135,526.910,
CONSE,6,01,-1,15,-0,07,20.005.976,3.312.960,
SUWEN,57,40,-2,21,-1,30,12.037.019,209.219,
BMSTL,61,05,10,00,5,55,115.808.099,1.939.386,
KMPUR,90,50,-1,52,-1,40,59.330.027,651.195,
IMASM,14,92,-1,78,-0,27,238.606.060,15.801.651,
IZINV,24,58,-0,73,-0,18,27.438.835,1.094.175,
YYLGD,26,44,-1,49,-0,40,48.505.602,1.827.683,
SUNTK,44,76,2,24,0,98,16.782.008,376.933,
SEGYO,2,22,-0,89,-0,02,16.733.605,7.494.595,
EUREN,11,32,-2,58,-0,30,190.541.199,16.476.558,
PRDGS,5,82,0,69,0,04,25.516.475,4.381.542,
MAKIM,23,94,1,27,0,30,12.830.814,534.992,
KCAER,16,75,-0,30,-0,05,50.387.302,3.017.625,
RUBNS,19,99,3,09,0,60,29.074.144,1.473.910,
KLRHO,14,12,4,59,0,62,138.946.963,9.870.217,
KRPLS,6,56,-0,15,-0,01,9.274.622,1.400.878,
OBASE,15,37,0,13,0,02,7.241.823,471.595,
BARMA,12,75,-2,15,-0,28,17.576.552,1.359.690,
AZTEK,27,70,0,87,0,24,42.965.853,1.555.449,
HKTM,45,90,-0,69,-0,32,16.777.179,366.091,
KUVVA,37,60,-2,34,-0,90,695.185,18.512,
ZEDUR,45,02,7,04,2,96,5.847.977,130.916,
MNDTR,14,26,-6,12,-0,93,323.121.356,20.588.630,
ALFAS,459,50,9,12,38,40,1.689.946.853,3.821.637,
ALTIN,14,90,0,00,0,00,410.490.862,27.441.716,
SNICA,24,98,-0,72,-0,18,58.137.305,2.301.486,
OZSUB,16,01,5,40,0,82,42.881.425,2.684.862,
PLTUR,11,04,-0,09,-0,01,36.238.064,3.264.131,
BRKVY,21,22,9,95,1,92,47.306.915,2.287.060,
TERA,23,00,-2,46,-0,58,5.539.050,238.188,
AHGAZ,7,92,-3,30,-0,27,624.865.824,77.859.349,
EYGYO,19,96,-0,30,-0,06,45.954.178,2.271.076,
ONCSM,86,90,0,23,0,20,138.644.877,1.557.359,
SDTTR,115,80,2,30,2,60,305.941.222,2.598.934,
TNZTP,25,40,-0,94,-0,24,37.421.556,1.475.467,
SOKE,13,32,3,82,0,49,156.822.777,11.739.625,
ASTOR,54,00,1,79,0,95,2.532.123.468,47.391.975,
MACKO,70,05,9,97,6,35,283.843.903,4.202.432,
BVSAN,48,00,-1,68,-0,82,50.545.433,1.043.355,
GOKNR,12,37,-0,24,-0,03,49.756.324,4.004.191,
AKFYE,10,51,-0,76,-0,08,212.932.953,20.045.835,
EKSUN,60,60,-1,14,-0,70,63.528.674,1.035.768,
KOPOL,47,50,2,37,1,10,210.965.542,4.473.301,
CVKMD,153,40,-1,67,-2,60,234.255.770,1.503.589,
EUPWR,85,40,-0,76,-0,65,763.723.671,8.865.358,
GRTRK,21,00,-0,38,-0,08,71.328.799,3.353.877,
CWENE,181,80,7,96,13,40,1.585.955.346,8.911.930,
BIGCH,22,08,-0,27,-0,06,31.699.322,1.420.398,
BIENY,42,80,-0,14,-0,06,633.308.623,14.770.754,
KAYSE,16,82,2,19,0,36,635.832.737,37.641.329,
INGRM,585,20,10,00,53,20,55.869.274,99.808,
KTLEV,14,32,-2,19,-0,32,366.070.865,25.021.419,
PASEU,33,26,9,99,3,02,49.395.124,1.485.121,
FORTE,16,12,9,96,1,46,14.875.197,922.779,
A1CAP,30,24,9,96,2,74,35.365.650,1.169.499,
